name,PSNR,SSIM
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_21_8_Focus_0_11.857.PNG'], 29.86, 0.8009
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_6_13_Both_7_-6.174.PNG'], 29.69, 0.7935
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_18_1_Both_0_-2.112.PNG'], 40.50, 0.9564
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_14_8_Vibration_6_0.0.PNG'], 38.49, 0.9480
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_8_17_Both_2_4.101.PNG'], 33.02, 0.8643
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_4_10_Focus_0_12.352.PNG'], 29.65, 0.7911
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_18_1_Both_5_-10.668.PNG'], 36.39, 0.9398
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_21_14_Focus_0_-6.44.PNG'], 31.35, 0.8296
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_17_3_Focus_0_9.908.PNG'], 31.12, 0.8281
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_16_1_Focus_0_1.153.PNG'], 39.29, 0.9542
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_20_16_ZStack_0_4036.076.PNG'], 39.54, 0.9618
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_30_17_Focus_0_0.369.PNG'], 40.28, 0.9656
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_19_16_Both_5_-13.107.PNG'], 27.92, 0.7548
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_25_4_Focus_0_6.913.PNG'], 38.06, 0.9451
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_26_4_Both_3_0.305.PNG'], 43.09, 0.9643
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_29_15_Focus_0_-10.882.PNG'], 28.92, 0.7727
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_29_15_Focus_0_-1.171.PNG'], 37.57, 0.9511
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_1_16_Focus_0_10.357.PNG'], 30.27, 0.8899
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_22_0_Vibration_6_0.0.PNG'], 41.41, 0.9570
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_21_10_Both_1_-13.277.PNG'], 28.00, 0.7692
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_0_10_Both_2_7.419.PNG'], 35.16, 0.8945
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_12_4_Focus_0_-3.097.PNG'], 35.31, 0.9160
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_4_16_Focus_0_-8.755.PNG'], 30.12, 0.8021
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_8_17_Focus_0_1.085.PNG'], 38.87, 0.9584
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_19_5_ZStack_0_3998.83.PNG'], 39.79, 0.9624
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_22_17_Both_3_10.076.PNG'], 29.69, 0.7917
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_14_8_Vibration_2_0.0.PNG'], 37.52, 0.9372
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_25_4_Vibration_4_0.0.PNG'], 40.95, 0.9534
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_21_14_Focus_0_-8.024.PNG'], 30.51, 0.8093
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_11_19_Both_0_-1.928.PNG'], 36.32, 0.9368
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_22_0_Both_2_6.71.PNG'], 35.01, 0.8928
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_13_10_Vibration_9_0.0.PNG'], 35.10, 0.9040
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_13_13_Focus_0_-3.956.PNG'], 34.07, 0.8923
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_10_14_Focus_0_10.258.PNG'], 30.71, 0.8184
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_13_4_Focus_0_-4.653.PNG'], 33.62, 0.8789
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_11_6_Both_3_-0.628.PNG'], 39.45, 0.9530
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_17_20_Both_2_11.669.PNG'], 32.02, 0.8525
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_8_17_ZStack_0_4052.757.PNG'], 39.32, 0.9619
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_4_18_Both_5_6.21.PNG'], 31.53, 0.8436
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_15_11_Both_8_4.263.PNG'], 31.95, 0.8523
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_17_3_Focus_0_-1.224.PNG'], 38.88, 0.9586
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_20_16_Both_4_-12.495.PNG'], 27.88, 0.7481
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_13_13_Both_7_5.778.PNG'], 29.39, 0.7840
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_11_6_Focus_0_-8.161.PNG'], 31.15, 0.8281
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_3_21_Focus_0_-5.277.PNG'], 32.54, 0.8609
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_20_16_Both_7_-4.716.PNG'], 29.57, 0.7928
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_13_10_Both_0_5.327.PNG'], 32.05, 0.8510
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_3_6_Vibration_3_0.0.PNG'], 43.12, 0.9631
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_24_11_Focus_0_-4.846.PNG'], 33.36, 0.8745
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_16_1_Vibration_7_0.0.PNG'], 36.03, 0.9279
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_22_0_Vibration_8_0.0.PNG'], 38.14, 0.9256
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_4_0_Vibration_1_0.0.PNG'], 40.64, 0.9522
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_18_1_Focus_0_-11.325.PNG'], 36.26, 0.9397
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_6_13_Both_5_2.88.PNG'], 33.04, 0.8809
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_13_5_Both_9_-10.542.PNG'], 28.46, 0.7610
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_5_18_Both_4_-9.278.PNG'], 29.73, 0.7928
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_19_16_Focus_0_5.421.PNG'], 32.54, 0.8536
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_21_18_Focus_0_5.938.PNG'], 31.90, 0.8402
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_13_13_Both_8_-13.131.PNG'], 28.09, 0.7604
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_13_13_Focus_0_4.667.PNG'], 32.93, 0.8666
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_22_17_Both_4_2.05.PNG'], 34.16, 0.9033
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_6_13_Both_7_8.94.PNG'], 29.52, 0.7864
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_1_16_Focus_0_1.071.PNG'], 33.06, 0.9581
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_25_15_Both_2_-4.474.PNG'], 33.19, 0.8700
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_30_17_Focus_0_-11.895.PNG'], 27.89, 0.7893
['200627_EBiMA_LiB1/test/20200627_LIB1_20.0_3_6_Focus_0_9.743.PNG'], 39.94, 0.9475
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_29_2_Both_1_0.0780000000002.PNG'], 43.17, 0.9642
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_20_6_ZStack_0_1862.583.PNG'], 38.78, 0.9611
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_13_11_Focus_0_7.893.PNG'], 29.51, 0.7846
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_6_14_Focus_0_11.697.PNG'], 29.44, 0.7658
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_10_1_Vibration_2_0.0.PNG'], 44.12, 0.9687
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_6_14_Focus_0_-11.875.PNG'], 27.30, 0.7099
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_2_12_Both_2_2.652.PNG'], 39.40, 0.9609
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_29_2_Vibration_6_0.0.PNG'], 41.64, 0.9547
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_20_6_Focus_0_-12.488.PNG'], 27.14, 0.7173
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_18_3_Vibration_8_0.0.PNG'], 30.33, 0.8253
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_21_5_Vibration_7_0.0.PNG'], 31.06, 0.8464
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_15_3_ZStack_0_1845.073.PNG'], 38.84, 0.9624
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_27_5_Both_8_4.692.PNG'], 31.66, 0.8676
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_13_10_Both_6_10.558.PNG'], 27.80, 0.7182
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_30_5_Both_2_-5.107.PNG'], 41.54, 0.9547
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_13_11_Focus_0_-5.247.PNG'], 30.13, 0.8057
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_3_9_Both_9_-5.839.PNG'], 40.40, 0.9537
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_3_8_ZStack_0_1856.197.PNG'], 44.35, 0.9703
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_18_11_Focus_0_-11.395.PNG'], 27.55, 0.7152
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_3_8_Focus_0_12.586.PNG'], 40.55, 0.9527
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_5_3_Vibration_3_0.0.PNG'], 43.61, 0.9663
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_30_5_Both_7_-2.108.PNG'], 41.89, 0.9571
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_3_2_Both_0_-0.622.PNG'], 44.47, 0.9706
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_29_4_Both_8_5.478.PNG'], 41.18, 0.9521
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_13_13_Focus_0_-8.749.PNG'], 28.86, 0.7502
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_13_8_Both_5_-6.219.PNG'], 27.21, 0.7093
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_2_12_Vibration_5_0.0.PNG'], 36.49, 0.9522
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_2_0_Both_7_13.22.PNG'], 40.26, 0.9536
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_24_0_Vibration_4_0.0.PNG'], 43.91, 0.9679
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_16_10_Focus_0_-13.331.PNG'], 26.95, 0.7008
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_18_3_Focus_0_-9.061.PNG'], 28.68, 0.7576
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_13_5_Focus_0_-7.73.PNG'], 29.42, 0.7662
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_5_3_Focus_0_-4.86.PNG'], 42.21, 0.9589
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_28_1_Vibration_7_0.0.PNG'], 42.19, 0.9594
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_23_3_Both_2_-3.538.PNG'], 32.24, 0.8609
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_16_3_Vibration_6_0.0.PNG'], 30.88, 0.8339
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_27_5_Vibration_2_0.0.PNG'], 35.93, 0.9389
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_18_3_Vibration_1_0.0.PNG'], 35.17, 0.9257
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_20_6_Vibration_8_0.0.PNG'], 29.65, 0.8034
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_28_12_Both_4_-12.866.PNG'], 26.83, 0.7044
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_5_3_Both_4_10.919.PNG'], 40.90, 0.9543
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_14_0_Both_5_2.978.PNG'], 42.25, 0.9639
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_24_0_Focus_0_1.99.PNG'], 43.47, 0.9659
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_1_9_Focus_0_6.72.PNG'], 41.31, 0.9545
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_30_3_Both_3_-11.774.PNG'], 39.88, 0.9491
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_9_12_Vibration_9_0.0.PNG'], 28.61, 0.8003
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_24_0_Both_2_7.97.PNG'], 40.82, 0.9526
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_12_3_Focus_0_8.99.PNG'], 29.85, 0.7870
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_10_1_Focus_0_-5.833.PNG'], 42.04, 0.9591
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_12_10_Both_7_-4.927.PNG'], 30.60, 0.8341
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_8_1_Vibration_9_0.0.PNG'], 42.27, 0.9598
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_24_3_Both_6_3.192.PNG'], 29.70, 0.8079
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_30_3_Focus_0_-12.337.PNG'], 39.75, 0.9488
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_6_14_Both_8_-11.599.PNG'], 27.30, 0.7060
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_29_4_Vibration_5_0.0.PNG'], 41.13, 0.9515
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_30_3_Focus_0_4.515.PNG'], 42.16, 0.9579
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_9_12_Focus_0_13.378.PNG'], 28.73, 0.7679
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_28_12_Both_7_6.724.PNG'], 23.02, 0.6552
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_11_6_Vibration_2_0.0.PNG'], 36.15, 0.9329
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_21_5_Focus_0_10.958.PNG'], 29.69, 0.7699
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_12_3_Focus_0_5.864.PNG'], 30.82, 0.8102
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_6_14_Both_6_3.6.PNG'], 28.15, 0.7453
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_18_3_Focus_0_7.65.PNG'], 30.64, 0.8081
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_24_2_Focus_0_4.836.PNG'], 37.97, 0.9468
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_2_0_Focus_0_-1.562.PNG'], 43.69, 0.9668
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_9_12_Vibration_2_0.0.PNG'], 31.85, 0.8577
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_3_9_Focus_0_4.66.PNG'], 41.90, 0.9595
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_12_7_Vibration_3_0.0.PNG'], 37.09, 0.9463
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_6_14_Vibration_3_0.0.PNG'], 35.29, 0.9251
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_5_3_Vibration_2_0.0.PNG'], 44.06, 0.9688
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_24_0_Both_8_8.102.PNG'], 40.84, 0.9528
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_28_1_Both_9_-0.909.PNG'], 41.74, 0.9561
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_24_3_ZStack_0_1853.3.PNG'], 38.28, 0.9597
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_8_1_Both_5_7.516.PNG'], 41.50, 0.9560
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_2_0_Vibration_9_0.0.PNG'], 42.95, 0.9624
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_16_10_Vibration_1_0.0.PNG'], 36.66, 0.9469
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_16_3_Focus_0_-3.495.PNG'], 33.33, 0.8811
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_3_8_Vibration_6_0.0.PNG'], 42.67, 0.9608
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_21_5_Focus_0_12.926.PNG'], 29.00, 0.7511
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_30_5_Vibration_4_0.0.PNG'], 43.83, 0.9676
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_3_8_Both_9_-1.777.PNG'], 42.06, 0.9582
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_1_9_Vibration_9_0.0.PNG'], 42.15, 0.9580
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_12_10_Focus_0_-13.458.PNG'], 27.99, 0.7652
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_12_7_Vibration_9_0.0.PNG'], 33.38, 0.8842
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_20_6_Both_1_12.754.PNG'], 28.64, 0.7560
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_20_6_Focus_0_-7.338.PNG'], 29.45, 0.7778
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_28_12_Both_6_1.912.PNG'], 29.78, 0.8297
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_3_2_Focus_0_-4.759.PNG'], 42.60, 0.9610
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_3_8_Vibration_9_0.0.PNG'], 42.12, 0.9586
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_16_10_ZStack_0_1872.593.PNG'], 37.61, 0.9538
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_17_6_Focus_0_13.008.PNG'], 28.97, 0.7581
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_28_12_Vibration_1_0.0.PNG'], 37.54, 0.9533
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_13_8_Both_9_4.865.PNG'], 28.03, 0.7394
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_16_10_Vibration_6_0.0.PNG'], 31.94, 0.8676
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_28_12_Vibration_8_0.0.PNG'], 32.92, 0.8802
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_20_6_Both_3_-8.796.PNG'], 28.93, 0.7651
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_24_3_Both_3_8.199.PNG'], 30.62, 0.8200
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_30_5_Focus_0_4.331.PNG'], 41.99, 0.9568
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_3_2_Both_0_-4.405.PNG'], 42.63, 0.9611
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_15_3_Focus_0_8.054.PNG'], 30.48, 0.8018
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_30_5_Focus_0_-0.928.PNG'], 43.93, 0.9684
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_13_5_Both_8_-5.249.PNG'], 29.89, 0.7855
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_11_6_Focus_0_-12.635.PNG'], 27.23, 0.7091
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_20_6_Focus_0_-11.949.PNG'], 27.31, 0.7211
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_24_2_Focus_0_0.442.PNG'], 42.70, 0.9691
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_15_3_Both_2_8.69.PNG'], 29.93, 0.7893
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_29_2_Focus_0_8.035.PNG'], 41.02, 0.9528
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_18_3_Focus_0_6.772.PNG'], 30.88, 0.8135
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_11_6_Both_4_0.0820000000001.PNG'], 33.74, 0.9091
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_13_11_ZStack_0_1881.997.PNG'], 36.63, 0.9470
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_17_6_Focus_0_7.443.PNG'], 30.80, 0.8071
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_29_4_Both_7_-4.451.PNG'], 39.45, 0.9441
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_13_8_Focus_0_1.811.PNG'], 35.27, 0.9247
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_27_5_Both_9_-9.305.PNG'], 29.15, 0.8133
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_21_5_ZStack_0_1859.242.PNG'], 39.20, 0.9644
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_14_0_Both_4_-11.285.PNG'], 38.37, 0.9543
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_13_8_Vibration_5_0.0.PNG'], 28.65, 0.7742
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_13_10_Vibration_6_0.0.PNG'], 31.98, 0.8672
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_20_6_Vibration_7_0.0.PNG'], 33.33, 0.8914
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_11_6_Vibration_9_0.0.PNG'], 32.96, 0.8887
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_2_0_Focus_0_-10.616.PNG'], 40.86, 0.9550
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_29_2_Focus_0_8.886.PNG'], 40.92, 0.9525
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_1_9_Vibration_6_0.0.PNG'], 40.68, 0.9487
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_17_7_Both_4_-7.952.PNG'], 29.54, 0.7786
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_2_0_Focus_0_5.076.PNG'], 42.37, 0.9596
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_25_11_Focus_0_9.38.PNG'], 30.14, 0.7866
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_17_6_Vibration_9_0.0.PNG'], 32.91, 0.8909
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_12_10_Vibration_1_0.0.PNG'], 36.67, 0.9444
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_3_9_Vibration_8_0.0.PNG'], 42.58, 0.9616
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_24_2_Both_3_4.511.PNG'], 37.21, 0.9434
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_28_1_Focus_0_-4.829.PNG'], 41.85, 0.9566
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_18_11_Vibration_8_0.0.PNG'], 33.70, 0.8997
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_30_3_Focus_0_-9.69.PNG'], 40.25, 0.9500
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_20_6_Vibration_5_0.0.PNG'], 37.45, 0.9507
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_25_11_Both_1_-11.99.PNG'], 27.45, 0.7135
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_28_1_Focus_0_0.553.PNG'], 44.28, 0.9701
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_13_8_Both_4_7.736.PNG'], 30.12, 0.7855
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_28_12_Focus_0_-12.188.PNG'], 27.52, 0.7183
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_24_2_Vibration_5_0.0.PNG'], 41.30, 0.9660
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_29_4_Vibration_1_0.0.PNG'], 42.70, 0.9616
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_3_9_Both_4_10.943.PNG'], 40.00, 0.9529
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_20_6_Both_5_4.286.PNG'], 33.06, 0.8781
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_9_10_Vibration_8_0.0.PNG'], 30.15, 0.8282
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_14_0_Both_8_6.177.PNG'], 40.12, 0.9580
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_10_1_Focus_0_-10.67.PNG'], 40.80, 0.9557
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_12_10_Vibration_7_0.0.PNG'], 29.33, 0.8215
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_30_5_Both_0_2.492.PNG'], 43.05, 0.9635
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_29_4_Focus_0_-7.154.PNG'], 40.66, 0.9501
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_14_0_Focus_0_12.915.PNG'], 39.99, 0.9565
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_12_3_Focus_0_-13.009.PNG'], 26.66, 0.6988
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_24_0_Vibration_3_0.0.PNG'], 43.43, 0.9656
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_29_4_Vibration_4_0.0.PNG'], 43.80, 0.9677
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_15_3_Focus_0_12.294.PNG'], 29.06, 0.7642
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_15_3_Focus_0_-9.458.PNG'], 28.46, 0.7479
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_18_11_Focus_0_3.589.PNG'], 32.40, 0.8534
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_24_0_Focus_0_-1.263.PNG'], 43.81, 0.9677
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_13_10_Focus_0_6.923.PNG'], 30.89, 0.8056
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_29_4_Both_8_7.361.PNG'], 40.63, 0.9497
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_3_9_Focus_0_-4.378.PNG'], 41.38, 0.9585
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_11_6_Both_7_9.929.PNG'], 28.75, 0.7429
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_12_10_Vibration_6_0.0.PNG'], 30.84, 0.8448
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_2_0_Vibration_8_0.0.PNG'], 43.54, 0.9651
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_18_11_Vibration_6_0.0.PNG'], 32.20, 0.8750
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_9_12_Both_4_-3.367.PNG'], 28.29, 0.7607
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_13_10_Vibration_9_0.0.PNG'], 30.58, 0.8130
